id,Price
202,9815074.195712687
203,8133016.414187998
204,8990770.647088958
205,4952591.55539715
206,6861538.523821524
207,10790416.47779564
208,15186149.936431957
209,5551841.656113651
210,11621939.118523058
211,16982642.17642939
212,10948995.082902327
213,6040414.857832678
214,4978137.287652083
215,13614757.49288224
216,9175824.248469844
217,11907699.357177384
218,4059323.4331962774
219,16833749.661469363
220,4682575.032245193
221,17171041.951809525
222,4487656.029148402
223,8031996.49887
224,15195729.586027557
225,18311521.581620626
226,10970283.19311477
227,8628053.383054635
228,8516902.17660688
229,4297407.791029568
230,7183746.208422959
231,17656672.439680472
232,13476509.033028439
233,15321082.61589776
234,17171041.951809525
235,8489010.19420897
236,17121014.892810278
237,3867805.5337854875
238,3771427.3552132067
239,7559236.338584749
240,10858582.742762983
241,9028515.520195529
242,9278979.525379727
243,10901158.96318787
244,6547783.913275821
245,11032168.108246027
246,5119496.70632543
247,4624032.729160972
248,11615552.685459325
249,4674059.788160215
250,17683220.449182488
251,10901158.96318787
252,16111157.030296162
253,18255553.777183726
254,9680784.102616727
255,17142303.003022723
256,7079557.181725052
257,5486164.195932306
258,9791879.271620337
259,4937689.878248439
260,10890514.908081647
261,16685072.956484532
262,6938924.444619713
263,10794933.033602254
264,4920659.390078483
265,14330351.345952326
266,6381578.23086116
267,17624740.27436181
268,5439834.570812158
269,17641770.762531765
270,9278979.525379727
271,10017732.010539358
272,4941947.500290928
273,4333597.578390723
274,7309030.41896485
275,9755578.485688511
276,4941947.500290928
277,4693219.087351415
278,17073054.516568735
279,4932367.850695328
280,8230526.41864701
281,10879870.852975426
282,5621456.566275345
283,10683294.71151401
284,6367446.348637624
285,4920659.390078483
286,3235788.073686052
287,8522992.918980267
288,6554170.346339555
289,7429066.06598114
290,3881642.8054235764
291,4619677.645660249
292,5621456.566275345
293,16697734.824041327
294,3979773.6075020107
295,5734615.099993109
296,4941947.500290928
297,10683294.71151401
298,6367446.348637624
299,4920659.390078483
300,3235788.073686052
301,8522992.918980267
302,6554170.346339555
303,7429066.06598114
304,3881642.8054235764
305,4619677.645660249
306,5621456.566275345
307,16697734.824041327
308,3979773.6075020107
309,5734615.099993109
310,4941947.500290928
311,10683294.71151401
312,6367446.348637624
313,4920659.390078483
314,3235788.073686052
315,8522992.918980267
316,6554170.346339555
317,7429066.06598114
318,3881642.8054235764
319,4619677.645660249
320,5621456.566275345
321,16697734.824041327
322,3979773.6075020107
323,5734615.099993109
324,4941947.5002909275
